id,split,hard_case_reason,training_price_q75,price_margin_from_training_q75,boundary_case_note,high_price,price_clean,accommodates,bedrooms,beds,bathrooms,distance_cbd_km,amenity_count,has_pool,has_free_parking,has_air_conditioning,has_dedicated_workspace,has_washer,has_dryer,predicted_high_price,probability_high_price,predicted_class_probability,prediction_correct
6520432,test,highest-confidence misclassification by tuned full-feature Decision Tree,385.15,14.100000000000023,True high-price listing close to the training-Q75 threshold.,1,399.25,2,1.0,1.0,1.0,2.3842468326184294,50,0,1,0,1,1,1,0,0.03407643312101911,0.9659235668789808,False
