accuracy,macro_f1,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1,roc_auc,model,feature_set,best_cv_macro_f1,best_params,absolute_macro_f1_improvement_vs_baseline
0.8169257340241797,0.739680181659749,0.8565840938722294,0.9078765545831414,0.881484794275492,2171,0.6632996632996633,0.5441988950276243,0.5978755690440061,724,0.8133075116235867,KNN,size_only,0.7461251198966645,"{""model__n_neighbors"": 21, ""model__p"": 1, ""model__weights"": ""uniform""}",0.3111369522874632
0.8176165803108808,0.7321980447808263,0.8482407799915218,0.9216950713956702,0.8834437086092716,2171,0.6828358208955224,0.505524861878453,0.580952380952381,724,0.8176518828047263,KNN,size_location_amenities,0.743824079511034,"{""model__n_neighbors"": 15, ""model__p"": 1, ""model__weights"": ""distance""}",0.30365481540854045
0.8241796200345423,0.7579904116210194,0.871313672922252,0.8982035928143712,0.8845543207076435,2171,0.6636225266362252,0.6022099447513812,0.6314265025343954,724,0.8200278151728841,DecisionTree,size_only,0.7548949582762285,"{""model__max_depth"": 3, ""model__min_samples_leaf"": 15}",0.3294471822487336
0.8307426597582038,0.7575022086436602,0.8630669546436285,0.9203132197144174,0.8907712884529648,2171,0.7017241379310345,0.5621546961325967,0.6242331288343558,724,0.8375204542042136,DecisionTree,size_location_amenities,0.7538671169786371,"{""model__max_depth"": 5, ""model__min_samples_leaf"": 30}",0.3289589792713744
