observed_macro_f1_difference_full_minus_size,bootstrap_mean_difference,ci_lower_95,ci_upper_95,bootstrap_probability_full_greater_than_size,n_boot,model
-0.0074821368789227405,-0.007194565443079006,-0.023638109124909622,0.010605760581479138,0.201,2000,KNN
-0.0004882029773591867,-0.0004604816346603258,-0.01146393381778647,0.010864991146822803,0.4595,2000,DecisionTree
