observed_roc_auc_difference_full_minus_size,bootstrap_mean_difference,ci_lower_95,ci_upper_95,bootstrap_probability_full_greater_than_size,n_boot,model
0.004344371181139617,0.004078141922812575,-0.01112490560268593,0.01898960941384103,0.7065,2000,KNN
0.01749263903132947,0.01762431431927642,0.010455074173230317,0.02515957499480523,1.0,2000,DecisionTree
