feature_set,recorded_training_order,audit_training_order,recorded_macro_f1,reverse_order_macro_f1,macro_f1_difference_reverse_minus_recorded,recorded_roc_auc,reverse_order_roc_auc,roc_auc_difference_reverse_minus_recorded,analysis_role
size_only,listing id ascending,listing id descending,0.739680181659749,0.7428790880151817,0.003198906355432629,0.8133075116235867,0.8084258597127886,-0.004881651910798146,Reproducibility stress test; not model selection.
size_location_amenities,listing id ascending,listing id descending,0.7321980447808263,0.7321980447808263,0.0,0.8176518828047263,0.8176054393550342,-4.6443449692179506e-05,Reproducibility stress test; not model selection.
